id,screen_name,category
4fdf437ce4b0735a6efcc636,AristoteleioEdu,Private School
4fdf93f1e4b0357b858ccdd0,CskyInfo,Hotel
4fe0a6abe4b0c602e5bd7ef4,cathrinhotel,Resort
4fe479c8e4b0de20a35ff848,cplusbeauty,Spa
4fe6f8f54fc678c7441fb118,LeivathoHotel,Resort
4feac88183023e87bae36f82,SakisInterhome,Office
4ff30d6f067d750fda78fc26,olochroma,Jewelry Store
4ff6e589e4b083d14c0cfe34,MeliMeliHotel,Hotel
4ffbda75e4b02d09f9ca0808,petco_smeg,Furniture / Home Store
50017acbe4b06407f6af3051,Villa1Alexandra,Vacation Rental
5004431590e7577d4b288cab,MarinetLtd,Office
5007e11f29a66199a8a4669e,SplendourResort,Hotel
50093287e4b02b1cbab8d9db,VisitGreecegr,Tourist Information Center
500d55bcf31c9784e0dfccb1,MARINA_Stores,Miscellaneous Shop
500de119067d0cf9b4667c0e,ammouliani,Hotel
500de1eb067d0cf9b4668f78,alikescamping,Hotel
500ea78de4b08b8aba4b6deb,SILENZIOgreece,Men's Store
500fd59ae4b05969b6cead34,marketgalaxias,Supermarket
50118b42e4b0b96016ecf8df,liveloulasandal,Gift Shop
50162925e4b0dbe1592de5a0,Triton_Cruises,Cruise Ship
501e7fa7e4b05160dd95555f,ErsiVillas,Hotel
50213b4ae4b0023302327d7b,cristiansutu,Beach
5024f143e88928412d986352,CartridgeGreece,Paper / Office Supplies Store
5031053de4b0504d9f236c4e,_Afrodites_,Greek Restaurant
5033568f1648095c7f3c2d63,vagpar,Dentist's Office
5034e685e4b098e3f9a5895d,brigitte_boutiq,Boutique
50367bc590e707f801884477,ThessalonikiUA,General Travel
503c559ce4b0fa23d447b172,Portes_Beach,Hotel
503ca8f5e4b031746f549d56,afisestelos,Recycling Facility
503fa116e4b0831ca7b948f9,PharmcareGr,Pharmacy
503fd9bef136f16c2f2efd43,AlexanderHaus,Hotel
5040d9a08acab3f2548aed22,SpoonThess,Café
50410efc52621bf519a7c55e,MultishopTobacc,Smoke Shop
5045b47af2e7cca8e91d261f,roninkendoclub,Athletics & Sports
504621bbfe70794038f9db6a,furnituregreece,Furniture / Home Store
504d8f3de4b0ef19b1a255aa,alexandrospas,Hotel
504e1cade4b0f7c8cfda4245,athoscuba,Dive Spot
5050b63ee4b0dd1afe0df670,AnabiosiSA,Medical Center
505725fee4b0244ddf9cc6ab,pointblank_gr,Office
5059c194e4b01b7ff5e43310,mynewdenim,Clothing Store
5059c9da8acae831db4c08ac,Pellet24,Furniture / Home Store
505c1b57e4b06d1d2a535305,FabioZardi,Event Service
50634a25183f10b6f3077de3,AnthiMariaApart,Hotel
5066ab48e4b03c3d3a74ed03,eFantasygr,Hobby Shop
506aa323e4b070cad7845de3,BeeRealEstate,Office
5072a991e4b01a359a0cdd1d,CineTopo,Student Center
507c13b8e4b06fd3ab42b705,sxediastinpoli,Non-Profit
5086ab72f31c18f69e7dd873,LIDAfootwear,Shoe Store
508d6c3ce4b04ae5908d21d5,celestyalcruise,Cruise Ship
5090dde1e4b085028058357d,HellasGoldSA,Factory
50917f30e4b014dc94dea561,moustakastoys,Toy / Game Store
50a4a8c5e4b0521a6c798ba4,Anamo,Tech Startup
50aa6c08e4b0b2e8c0fc6a8c,SV2HRT,School
50b8b8c1e4b0073faa8d8af2,ziz_,Electronics Store
50bdfe9f183f8c83cf2c9189,tosergiani,Dance Studio
50be31a5d63e309279e8ac6f,metro_cashcarry,Warehouse Store
50ce085ee4b0fb9333497678,OffRhodesAdv,Other Great Outdoors
50d17eb719a920892e18054e,Mersinias,Doctor's Office
50d6f9e18302d45677959b06,msbswim,Sporting Goods Shop
50e1bc3d39506f986841f6ba,littlelindos,Hotel
50e3fa09011c10ca3a237e08,Wine_Adventure,Travel Agency
50e54dafe4b0868ca1759951,VisitHalkidiki,Government Building
50e732e0e4b0485147a84602,designersuntd,Design Studio
50ebd34ce4b0aaf3b6d494c8,DELTA4SA,Building
50ebdcb5f2e76d8a97fee367,yogenfruzgr,Frozen Yogurt Shop
50eda0a8e4b09df444774096,MadGymThess,Gym / Fitness Center
50edb507e4b0da7c9ab3df69,Alkin00s,Movie Theater
50edc90de4b0385a578cd67f,totsai_thes,Tea Room
50f3d277e4b055cf76517cc2,LiberoFM,Radio Station
50f92376526227d02a3856c3,TheDKGgroup,Office
50fc12278aca2511ba8b9ec1,PalaskaPharmacy,Pharmacy
5100150519a9772d98978e3d,sakkoulidis,Office
510290bae4b051e6762136b1,madbluepro,Music Store
510a46498aca4ab923adfa74,loginetGR,Office
510feb5fe4b0a47aca486419,The_iStore_gr,Electronics Store
511107b3e4b0ef90accad284,HCNGreece,Tech Startup
511260b6d86c812cefff58aa,BoConceptGreece,Furniture / Home Store
5116d611f31caa2d26a51814,Portokoufo,Resort
5119557270434ea672651190,Aspasiajewel,Hotel Bar
511cd2a045b081ec9ba9d4c2,PomegranateSpa,Hotel
511f4cc1e4b0d6060d15c8fb,greek_feta,Factory
51263086f2e762502bc5f490,angelopedro_gr,Office
512b41ffc84c5f3fa6a9c461,Asteristh,Pharmacy
5134d46d8302165c5c7994bc,gaspoffice,Paper / Office Supplies Store
513b8f5fe4b07db920aedd68,Diavasi_Pezon,Campaign Office
5142ec73e4b05786b8aab5cf,HephaestusBME,Factory
51481be8e4b06da9f008a75e,EngineerLawyer,Office
51486c23e4b07d65d7a4cdad,yannis1068,Strip Club
51486cc4e4b01ce9a4fc0047,LIVARDAS,Clothing Store
514ad5ebe4b0e04b815c4ebb,MilarakiService,Electronics Store
515af478fe709f8d12be7354,CarpetU2,Furniture / Home Store
515e9c1ce4b0fd9ec9a3b8ce,PharmacyMegast1,Pharmacy
516527b2e4b01054c4b421b1,BizWriter,Office
516c479c183f4c4fb36a428e,Anemomilos2006,Ouzeri
516d4f6ef2e7712ac84013db,germanakadimia,Soccer Field
51726af0f31c515392367e00,Youdrive_,School
5178e0a8e4b038ca267d45fe,Knikos28,Bakery
517bc42be4b0ab79746a5270,PitsasCamp,Campground
5182a6937dd25bd3099f12f3,CompuSpotgr,Electronics Store
518a45c4498ed06834fe538c,playcompass,Office
518b4c01498e94d9aaf43150,SkiesAcademy,College Academic Building
518b59a9abd866496e2a68d6,TribalCollectio,Jewelry Store
518b6a5e7dd23ee9ee4e0379,Queen__Olive,Gift Shop
518cae8d498eb6785a0dd4b8,synfor,Bookstore
518cce19498e55541c94c82a,Syneso,Non-Profit
51939686498e224c9b5c1bce,LazyLizardBar,Bar
5193ca9b7dd23473184e734b,neotronio,Salon / Barbershop
5199ee3b7dd25a7c0c8f7896,creat3d,Office
519aa225498ef136ed22f2f6,BET,Conference Room
519c74b1498ea7832eb8929a,mycellsgr,Office
519fb069498eaa7a6966782a,PhilianHotels,Cocktail Bar
51a146e2498e38db150b34e5,Dedrospito,Lounge
51a5c4db8bbde2b40b9fb2a0,YuppiCamp,Summer Camp
51a663c5454a001c4552be1d,MikelSerres,Coffee Shop
51af6e087dd24451b69622a0,Dietologos,Nutritionist
51b1fba4498e9c747438680b,iMetafrasi,Office
51b22d3f498e798a721806cd,SweetiesDonuts,Donut Shop
51b33309e4b0e0ce50dda328,HeavenHotel_,Hotel
51b83837498ef5a0a18f282d,BeesKneestheBar,Cocktail Bar
51b8593f498ebbe1ec28d459,tonerhellas,Paper / Office Supplies Store
51c16e66498efff55ffba0c6,ALPHA_STOCK,Building
51c33628498e511b5dbe6607,atlasmc,Office
51c55143498e932cb7c63053,odeioaigaiou,Student Center
51c81f1c498e8a3a792263d1,HotelMatina,Hotel
51dabedc498e1a11440f1e92,avantifurs,Boutique
51dd3b52498eeb832df36083,AthosSeaCruises,Boat or Ferry
51dd5e68498e01952dac8884,agnesmara1,Design Studio
51dfee258bbd3f82779ca2e4,emmanuelaGR,Jewelry Store
51e00542501991b0f5886715,ThePetShopGr,Pet Store
51e674a550191a56e637a6cc,BebeMaison_gr,Furniture / Home Store
51e6e545498efc97c3e18606,Levelsportshall,Gym
51e8e219498e64e3b185bd52,agrelia,Hotel
51ed112e8bbdf820d0f02aa0,clipnewsgr,Office
51ed7c2d498e8270c788c52e,Viraggas,Hotel
51f0f256498e6834322b388d,campingouzouni,Campground
51f17252498ee9f3fda1cb7e,yoganahata,Yoga Studio
51f34b42498eed6b1a115434,diakoum,Hardware Store
51f44f9c454af0e69f77ef11,stickygr,Furniture / Home Store
51f828e5498ea51ab9b9b5c5,JOHNMARYRHODES,Hotel
51fc1f4f498ed77bd97ccae5,AkropolisHotel,Hotel
5200d10e498ef38aae80ba2d,Vfashiongr,Accessories Store
52094f8c11d2c4020fcad8b1,LoxandraStudios,Bed & Breakfast
521229cd498edfc862576384,PrimowearHellas,Clothing Store
52138e032fc6707a7a241bcd,sociallgreen,Tech Startup
521620a711d26f623d0f0673,Diamantis_Store,Men's Store
52168bc811d2210d4406a6cb,imarethotel,Café
521ac9f711d22d0e9ee2e110,seakayakhalkidi,Athletics & Sports
521c4cac11d2a39eba3eb9f8,natsiosapartmen,Vacation Rental
52224e8911d2a648aa1d063a,Stonewavenet,Tech Startup
522b71950493fa11eaa3064d,126clothing,Clothing Store
522ddcc27e4835fb04660a71,paramythades,Performing Arts Venue
5239990f8bbd90925da8ec4c,Soulmag,Funeral Home
523c029c93cd62878ebeacf5,ThalassaTravel,Tourist Information Center
523d7e4a498e092f95356bdf,butterfly,Advertising Agency
523d92e293cda743d2db7250,NOUSinstitute,Student Center
52418b9511d283652dc9585a,ufcthessaloniki,Gym / Fitness Center
52488d6511d2b72ef4fe61b8,RedCapLove,Food Truck
5257e511498e2e1ed2daf5c0,Design_Is_This,Arts & Crafts Store
525adc4511d2665800ddfdb1,visionpcservice,IT Services
525ef07311d250677edb5199,AnemoliaVilla,Hotel
525fff9b11d2922ea32f6d80,thanasisbesas,Dentist's Office
526b702811d21b55f269c485,miltossweets,Dessert Shop
5271163311d2888bb72cc2c2,atc_iata,General College & University
52796daa11d2a3bea0ab064d,_Keftedaki_,Grilled Meat Restaurant
527f815011d237e8a9f3d177,ToMeliMou,Candy Store
52809fca11d237e8b76f7b95,Polyptychon,Office
52823a1611d2c3fb3659d78b,PaxBurgers,Burger Joint
5283806711d2e96a96f1258c,CherryboxGR,Cosmetics Shop
5286759011d2398844f70fcd,DrXiromeritis,Doctor's Office
52a0729211d27f86011a5a7b,Apostolidis_M,Men's Store
52a1d46a498e19c86c918492,AxonKamara,School
52a774c311d272b1fa6df92f,HellenicRescue,Non-Profit
52aada1511d22adbb993f156,PaastelTrike,Factory
52b01c23498ed29ef6bfcbde,saltopublishing,Bookstore
52b4ed7711d2513dd91f51f6,VillaOasisgr,Resort
52c555ed11d2fbe2770a5089,tasosv,Hotel Pool
52d7e1e3498ed9360e38c941,souroticompany,Factory
52df6eea498eb036e1d65aec,DanielApts,Bed & Breakfast
52df7dcc498e824a210dde7a,portareto,Furniture / Home Store
52dffeb4498ead180eb00893,imarinopulos,Medical Center
52e6ffc0498e220da6c41f66,LogistisGr,Financial or Legal Service
52ea1eb211d239100b101f19,Stefan_fashion,Men's Store
52ea78c511d26305c62c5340,axonperea,School
52eaa64511d22effee0e4c4e,OiaTreasures,Art Gallery
52eb649311d2739b70431d9c,Bonjour_Toumpa,Café
52eb9737498e0a8fca1bbbce,Maklithari,Greek Restaurant
52ec9bdf498e220cb9eb3420,FOCUSFM1036,Radio Station
52fa9bd6498e090bb6fc1593,CheckInCoffee,Bagel Shop
52fd29ed498ea654db9a80a9,Laenye,Paella Restaurant
5301de27498eb15d438c8a5b,dreamabout_home,Furniture / Home Store
53089e0c498eb868419cc03b,ARTopoiein,Bridal Shop
530c97c5498e209013b7d746,dopebeatstudios,General Entertainment
530cd940498e3bd1fdc85963,breezerhodes,Supermarket
531312f311d2f36866ed0c8a,artdecon,Office
5315df6b498e8cb0ed93b51b,sostidiatrofi,Office
531c3345498e862e2ecf1b76,FishSpaRelax,Spa
53207ac7498e9af50709de1e,pameCOPA,Betting Shop
532323bb498eff5b2f6aa440,lazarosstudios,Hotel
53238bb811d2033b47050d28,VolverStage,Nightclub
5332bfab498efb598e0ec666,lilacafe,Café
533eeaa9498e399d6ddaa0b5,SunAnemosResort,Bed & Breakfast
534438cc498e44a0f4b01d0e,thassosseascape,Hotel
5344613a498ed960b6cf1fc6,RodosArtGallery,Art Gallery
53457e11498e4eb10fb98d46,coffeebrands_gr,Coffee Shop
53468172498ede3f615dd81d,protopiato,Fast Food Restaurant
5347f4af498ed8e718e71539,Mathitiada,Athletics & Sports
5348e213498e31ec0d124408,ComWorld,Electronics Store
534e42a0498e5ad1845b4926,TheMassageSuite,Massage Studio
5355353511d23953ed33b08b,grammikagency,Advertising Agency
535a5a7b498e235672e0ef64,AcroterraRosa,Hotel
53620160498e50976f6a556e,ArchitectOn_Net,Office
53623771498e14021c132f7d,sitestoregr,Office
53625982498e18140bbc101b,oldhouseafantou,Greek Restaurant
5367da5f498ef1db24f47b3c,smilebite,Dentist's Office
536ca153498e1b42aae77f2c,Doublein180,Café
53723d5b498eef29525abcea,forthnet,Electronics Store
5373756a498e5c4d711ed6c9,PalladiumH,Hotel
537638bc498ee8592b5ddaef,toereisma,Student Center
537cb25c498e0dae7372f0f6,Olive_Street_,Mediterranean Restaurant
537dfa86498ea5ac20070439,leleclothing,Distribution Center
53835321498e59fc12827f3d,qjewellery,Jewelry Store
5388d7e0498e1afc163677a2,MassayaThess,Middle Eastern Restaurant
538c63fd498e0f4310f5596f,ilB0rgo,Restaurant
53972ddd498e57e156a2dc72,HotelAngelica,Hotel
5399584e498ef219412ac9cb,wearepcubed,Advertising Agency
539ddaa1498e08a9ddc7f14e,baiaseasiderho,Beach Bar
539f7a35498e718f89e22308,HappyCookgr,Furniture / Home Store
53a2f27d498e76e4d42f5e32,ComidorCloud,Office
53abae99498e0962d31cd902,rhodiantours,General Travel
53b15b04498e0bd7ae4e6e5f,SaharaResortGR,Beach Bar
53b7f609498ef6049fef4975,dwhitegr,IT Services
53b8822a498ef0074d9c8f54,Hotel_Kastoria,Hotel
53b91488498e31f84cfe5e52,FilimegasFurs,Leather Goods Store
53c3a5b3498eaf9941a225ea,holiday_greece,Travel Lounge
53c54efb498ef1a02841d599,leonidas1133,Bowling Alley
53cae0d9498ed67cda62d61c,centralfira,Hotel
53d253d1498e7657f42d406a,techcompanygr,Electronics Store
53daaf01498efb647c6d57c1,amb24gr,Financial or Legal Service
53f1fe7b498e52a63d7f69b2,POVstudioThess,Photography Lab
53f23096498e11e8f5c716b7,kripishouse,Vacation Rental
53fe59c9498e05edf9e16aaa,amphipolistomb,Museum
541df007498ed1e007597f14,farmakeiokosti,Pharmacy
54214bbc498ef421d55e4398,EnploBoutique,Bed & Breakfast
54293f83498e1ba5553000d4,oxtampito,Sports Bar
542d8921498e1c806a957e21,hexabit,Advertising Agency
542e86ff498e14ac516efe4c,Hash_Travel,Athletics & Sports
54323d6c498e3f8059511dd9,diploclick,IT Services
543ec4f3498edc927457ba54,sdialekti,Jewelry Store
544a463e498e45ba2fb61c05,Safesalesgr,Electronics Store
545a2554498e801a49d3567a,DieselTravel_gr,Travel Agency
545a413e498ef87f8e84b13c,maganiai,Mediterranean Restaurant
545bde73498edac21f1c072f,happyplayGR,Daycare
5475a59e498e52f9d3d029b8,Jean_gr_eshop,Clothing Store
548572dc498e314a750a19e1,manolishouseGR,Vacation Rental
548ebeee498e00314e721a4c,litsapanagi,Hotel
54930b7c498efc2e45d60284,esmokers_gr,Vape Store
54a02f2c498e9fa6cedc49f8,northadventures,Boat or Ferry
54a134c9498e81619d8859a9,Choureal1,Dessert Shop
54b4fcc5498e16364a316136,blackout_shoes,Shoe Repair
54c3442a498e342726b93ec6,darkponyltd,Tech Startup
54e35605498ed723992ed710,RAC_Advertising,Business Service
54f30c92498e6540d9015b2b,LambdaSpace,Event Space
54f34c44498ecc627d91393c,FiloxeniaVillas,Hotel
550a9515498e905bcef340bd,onesalonica,Outlet Mall
550b2d11498e82297b35f227,ChickenBargr,Fried Chicken Joint
550ed3ab498e074a6195c78a,CanvasSuites,Hotel
5515a0c1498e18feb90d179f,EvitaResort,Resort
552e2cf1498e866db9c4fab5,MrGadgetEshop,Mobile Phone Shop
553a04dc498e037083bf9bab,VenetsanosWines,Winery
553bc7d1498e9909f47636c0,gianmoshos,Vape Store
553d0109498eb1b18f63ef79,WE_skg,General Entertainment
55434a07498e38ff84fb71d0,CoconesGR,Cocktail Bar
5551d961498e2f160f31ced8,SophiaSuites,Hotel
5551f3e4498ed80554c997a2,elektroniowheel,Bike Shop
555ae5ed498e21bbacb5d78d,Anavasis_,University
5561f78e498e67d3e89c7b64,AAA_BeachVillas,Hotel
5564319b498ea6a5e2da424b,SalonikiouBeach,Resort
5564566d498e887e7caac17f,HCCAthens,School
5581a6a1498e05173e7f285b,ErgonFoods,Gourmet Shop
558dcefc498e4c0e3fcef6f1,Verandabar_,Cocktail Bar
55913308498e164a641cd913,Axios_Delta,National Park
5591a0ac498eca6c0673905e,bluelagoongroup,Resort
559e3da5498e3287c8a08353,bibelekoujewels,Boutique
55a90cda498eac366cef3151,oiavineyart,Greek Restaurant
55b0f605498e6282c2b76b12,sakasresidences,Hotel
55c35abb498e84c887bcce0f,DreamVillaGR,Vacation Rental
55d651c3498e2dc0ed3679f7,LaptopLiberta,IT Services
55dec67f498efde4a5efb0f1,Newlaw_Firm,Lawyer
55eac590498e8e6ffffee069,MyTaxFriendGR,Financial or Legal Service
55ecb023498e64d24573b98b,nailtalessalon,Nail Salon
55eed1dd498e57241e101b52,makemuesli,Deli / Bodega
55ffbd6d498eb466f8819957,FournoiZimoto,Bakery
56029da0498ef0ac4c664be8,EvangeliaRooms,Vacation Rental
56029eff498e9242a680a26d,stamatiaapts,Vacation Rental
560454ac498eef0c0f062983,theButler_gr,Bar
560fc5a3498e53f286abf41c,PsarakiKavala,Ouzeri
561b9d7a498e5a2eb40283c2,otelatoglu,Lawyer
56222be5498e1de572a27d6d,33strBeauty,Nail Salon
5638b7aecd107eb54ff159e3,Bubbletale,Bubble Tea Shop
5648c5b2498e44610fdb6186,thecaravangr,Bed & Breakfast
564c2469498e1903a2a38257,imedgreece,Health & Beauty Service
564d936a498e84624a253bbe,Typomplouzakia,Print Shop
56508e9f498e0883ba08501c,SiennaSantorini,Hotel
5669be29498e68988d92f88f,wEndowproject,Resort
56839862498e0c3fe0a8b2b0,halkidikisail,Cruise Ship
5697e1c6498e9e387b354528,VillaEftihia,Vacation Rental
56a8d46d498ee19dfb5f301d,VoukasVasilis,Clothing Store
56ae366238faae8403d1ae6e,MeliArtosKav,Bakery
56b0f8cc498e7c1a66ec09fa,sneakerstown,Sporting Goods Shop
56b1d99f498e97575135b86a,otakustoregr,Toy / Game Store
56e07b44cd10ce0750d496fc,casa_mameli,Vacation Rental
56e1d55a498e8f8e6ca02a68,LuxuriousVillaA,Vacation Rental
56f41040498e8c44689dddbd,bufalagelato,Ice Cream Shop
572d08ee498e0122d00362d2,MoMix_Bar,Other Nightlife
57339c84498eccf0c2ee9a6e,milopetrabakery,Bakery
573748c6498e153301e32058,sunsanshop,Art Gallery
5745c353498e7ea32f1d7d72,Fougaro_Beach,Beach Bar
577e8e21498ea3e75fbebe6e,NutritionistGr,Nutritionist
57c96350498e982da24c34e5,FootForward_,Sporting Goods Shop
57ca6a27498ef7ba7f03117f,kripisgr,Vacation Rental
57fcc5d6498e75311ae6e223,toysshopgreece,Toy / Game Store
5815d8b838fa4b940c9d5ebe,Seven2SevenGR,Café
581df6d749c04371301ba0d9,makrishotel,Hotel
5874d3f81470b0699133c09c,akrosantorini,Modern Greek Restaurant
58860828349355113bb52ea9,pedodontiatros,Dentist's Office
588d09830393cc517eb926e2,Calypso_Cruises,Boat Rental
589089e651666a083ed35582,WATTandVOLT,Business Service
589a27dca36ecd617ca3b407,rollitgr,Gift Shop
58d4f8e9102f476c3076112e,Youbath_Gr,Construction & Landscaping
58d5109fd7b473223a5e6b7d,WaterSportRodos,Boat Rental
58d7d19a9398ab2cb1276399,homeliathassos,Hotel
58e899f7668af70c79e75ea7,kalliopianemoul,Bridal Shop
5901c28e5f68b9462014d4de,santoriniRental,Rental Car Location
592af47bd41bb74f6e1c530b,hellofrom,Gift Shop
5965bd005455b213b7ec3bc3,Looksomething,Advertising Agency
5971eb96eacf453223ddf9fb,PantelisMpa,Wine Shop
59732f704420d810a5b6e0d7,mitsishotels,Hotel Bar
599c8ae89be5221290df1529,24hrgr,Grocery Store
59b9219d9ec3993c7d5f7e45,NyxCosmetics,Cosmetics Shop
59e78b71b040562b0047f056,AEO,Clothing Store
5a2fec0d3ba767094558903f,ellisskg,Nightclub
5b3de8f39b0473002c7ee5bb,gstavr1,Betting Shop
5b4328302b274a002cee93e1,UKEnterprise,Rental Car Location
5b52cc0a123a19002c9d2042,DrGkotsikas,Doctor's Office
5ba601b98b98fd002c3541fc,keftebar,Restaurant
5bc0a3cb2b9844002cb6ca6b,marketing_gr,Office
5d232ac32535920023a15749,HmHomeOfficial,Furniture / Home Store
5d49b37e23d6dc0008728234,RegusGlobal,Business Service
5dac2b279a2ad20008687eb1,BigBangSchool1,School
5dd7d9806292a10008142d5c,drivehellas,Rental Car Location
